director,actor1Name,actor2Name,actor3Name
"Alan J. Pakula","Harrison Ford","Brad Pitt","Natascha McElhone"
"Kathryn Bigelow","Liam Neeson","Christian Camargo","Lex Shrapnel"
"Josh Trank","Tim Blake Nelson","Reg E. Cathey","Tim Heidecker"
"John Milius","William Smith",Mako,"Sandahl Bergman"
"Ron Howard","Paddy Considine","Bruce McGill","Rosemarie DeWitt"
"Andrey Konchalovskiy","Shirley Henderson","Nathan Lane","Richard E. Grant"
"Gary Ross","Jeff Bridges","Michael Angarano","Michael O'Neill"
"Jan de Bont","Philip Seymour Hoffman","Alan Ruck","Jami Gertz"
"Rob Cohen","Paul Walker","Vin Diesel","Jordana Brewster"
"Robert Zemeckis","Tom Hanks","Paul Sanchez","Nick Searcy"
"George Miller","Robin Williams","Hugh Jackman","Elizabeth Daily"
"Paul Greengrass","Matt Damon","Joan Allen","Oksana Akinshina"
"Wolfgang Petersen","Harrison Ford","Gary Oldman","Dean Stockwell"
"Steven Soderbergh","Brad Pitt","Bernie Mac","Elliott Gould"
"Paul W.S. Anderson","Milla Jovovich","Logan Lerman","Orlando Bloom"
"Genndy Tartakovsky","Steve Buscemi","Adam Sandler","Jon Lovitz"
"Kevin Lima","Jeff Bennett","Teala Dunn","Fred Tatasciore"
,"Caroline Dhavernas","Scott Thompson","Hettienne Park"
"Daniel Espinosa","Denzel Washington","Ryan Reynolds","Sam Shepard"
"Kevin Lima","Ioan Gruffudd","Eric Idle","Jim Carter"
"Brett Ratner","Matthew Broderick","Gabourey Sidibe","Judd Hirsch"
"Nancy Meyers","Kate Winslet","Rufus Sewell","Sarah Parish"
"Tony Scott","Will Smith","Jake Busey","Lisa Bonet"
"Nancy Meyers","Meryl Streep","Hunter Parrish","Zoe Kazan"
"Steven Soderbergh","Al Pacino","Matt Damon","Brad Pitt"
"Roger Allers","Jon Favreau","Debra Messing","Jane Krakowski"
"Neil Burger","Kate Winslet","Theo James","Mekhi Phifer"
"Jean-Jacques Annaud","Bob Hoskins","Gabriel Thomson","Clemens Schick"
"Peter Berg","Dwayne Johnson","Rosario Dawson","Ewen Bremner"
"John McTiernan","F. Murray Abraham","Tom Noonan","Joan Plowright"
"Rob Marshall","Li Gong",Mako,"Karl Yune"
"Justin Lin","Amber Stevens West","Zachery Ty Bryan","Nikki Griffin"
"Sarah Smith","Jim Broadbent","Imelda Staunton","Michael Palin"
"Martin Brest","Anthony Hopkins","Brad Pitt","Jake Weber"
"Andrew Davis","Raymond Cruz","Rick Worthy","Jsu Garcia"
"Bob Fosse","Roy Scheider","Ben Vereen","Max Wright"
"Tarsem Singh","Julia Roberts","Nathan Lane","Danny Woodburn"
"Edgar Wright","Anna Kendrick","Kieran Culkin","Ellen Wong"
"Jon Amiel","Glenn Morshower","Tchéky Karyo","Rekha Sharma"
"Peter Segal","Larry Miller","Janet Jackson","Chris Elliott"
"Raja Gosnell","Sarah Michelle Gellar","Linda Cardellini","Miguel A. Núñez Jr."
"Pete Travis","Wood Harris","Jason Cope","Rakie Ayola"
"Frank Coraci","Adam Sandler","Cameron Monaghan","Julie Kavner"
"George A. Romero","Ted Danson","Hal Holbrook","Adrienne Barbeau"
"Brad Peyton","Jack McBrayer","Sean Hayes","Katt Williams"
"Doug Liman","Kristen Stewart","Hayden Christensen","Tom Hulce"
"Guillermo del Toro","Seth MacFarlane","Iván Kamarás","Brian Steele"
"David Fincher","Robert Downey Jr.","Jake Gyllenhaal","Anthony Edwards"
"Roger Spottiswoode","Robert Duvall","Michael Rapaport","Tony Goldwyn"
"Tom Shadyac","Morgan Freeman","Steve Carell","Lisa Ann Walter"
"Sylvester Stallone","Jason Statham","Sylvester Stallone","Jet Li"
"Brian De Palma","Tom Cruise","Kristin Scott Thomas","Vanessa Redgrave"
"Gary Ross","Jennifer Lawrence","Josh Hutcherson","Anthony Reynolds"
"Todd Phillips","Bradley Cooper","Mason Lee","Mike Tyson"
"Tim Burton","Michael Gough","Vincent Schiavelli","Andrew Bryniarski"
"Tim Johnson","Bruce Willis","Steve Carell","Catherine O'Hara"
"Dean DeBlois","Tia Carrere","Jason Scott Lee","David Ogden Stiers"
"Gary Winick","Steve Buscemi","Julia Roberts","Oprah Winfrey"
"Mimi Leder","Morgan Freeman","Jon Favreau","Robert Duvall"
"Dean Parisot","Bruce Willis","Anthony Hopkins","Garrick Hagon"
"Peter Segal","Adam Sandler","Steve Reevis","Dalip Singh"
"Mike Mitchell","Amy Poehler","Jesse McCartney","Lauren Gottlieb"
"Dennis Dugan","Steve Buscemi","Adam Sandler","Jon Lovitz"
"Peter Segal","Bill Murray","Dwayne Johnson","Anne Hathaway"
"Nancy Meyers","Keanu Reeves","Jon Favreau","Paul Michael Glaser"
"Martin Scorsese","Leonardo DiCaprio","Joseph Sikora","Nellie Sciutto"
"Seth Gordon","Jon Favreau","Robert Duvall","Katy Mixon"
"Chris Wedge","Jim Broadbent","Drew Carey","Paula Abdul"
"John Woo","Nicolas Cage","CCH Pounder","Joan Allen"
"Adam Shankman","Adam Sandler","Carmen Electra","Kathryn Joosten"
"Sam Mendes","Tom Hanks","Jennifer Jason Leigh","Liam Aiken"
"Dennis Dugan","Adam Sandler","Bailee Madison","Kevin Nealon"
,"Elden Henson","Royce Johnson","Charlie Cox"
"Simon West","Steve Buscemi","Monica Potter","Dave Chappelle"
"D.J. Caruso","Rosario Dawson","Ethan Embry","Cameron Boyce"
"Anthony Minghella","Philip Seymour Hoffman","Natalie Portman","Charlie Hunnam"
"Albert Hughes","Denzel Washington","Mila Kunis","Gary Oldman"
"Les Mayfield","Robin Williams","Jodi Benson","Sam Lloyd"
"Jan de Bont","Liam Neeson","Lili Taylor","Virginia Madsen"
"Joe Pytka","Bill Murray","Wayne Knight","Michael Jordan"
"Shawn Levy","Roger Rees","Henry Czerny","William Abadie"
"Scott Derrickson","Keanu Reeves","Jon Hamm","Juan Riedinger"
"Richard Donner","Julia Roberts","Alex McArthur","Michael Potts"
"David Ayer","Brad Pitt","Logan Lerman","Jim Parrack"
"Ivan Reitman","Harrison Ford","Anne Heche","Amy Sedaris"
"Eric Brevig","Justin Timberlake","Tom Cavanagh","Josh Robert Thompson"
"Kelly Asbury","Matt Damon","Charles Napier","Zahn McClarnon"
"Frank Coraci","Rosario Dawson","Leslie Bibb","Nicholas Turturro"
"Stephen Hopkins","Gary Oldman","William Hurt","June Lockhart"
"Jonathan Demme","Denzel Washington","Dorian Missick","Jose Pablo Cantillo"
"Henry Jaglom","Vanessa Redgrave","Stephen Dillane","Michael Brandon"
"Genndy Tartakovsky","Steve Buscemi","Adam Sandler","Fran Drescher"
,"Elizabeth Montgomery","Agnes Moorehead","Dick York"
"James Algar","Quincy Jones","Penn Jillette","Russi Taylor"
"Simon Wells","Mark Addy","Alan Young","Josh Stamberg"
"Ron Underwood","Charlize Theron","Mika Boorem","David Paymer"
"Dominic Sena","Hugh Jackman","Don Cheadle","Sam Shepard"
"Martin Campbell","Michael Emerson","Nick Chinlund","Adrian Alonso"
"Vincent Ward","Robin Williams","Annabella Sciorra","Rosalind Chao"
"Steven Brill","Adam Sandler","Jon Lovitz","Michael McKean"
"Terry Gilliam","Matt Damon","Heath Ledger","Mackenzie Crook"
"Tim Burton","Natalie Portman","Martin Short","Lukas Haas"
"Lucile Hadzihalilovic","Nissim Renard","Roxane Duran","Julie-Marie Parmentier"
"Lee Tamahori","Anthony Hopkins","Harold Perrineau","Bart the Bear"
"Jonathan Mostow","Bruce Willis","Devin Ratray","Boris Kodjoe"
"Roger Donaldson","Bruce Greenwood","Jon Foster","Bruce Thomas"
"Rob Cohen","Sylvester Stallone","Viggo Mortensen","Amy Brenneman"
"Barry Cook","Charlie Rowe","Tiya Sircar","Madison Rothschild"
"Roger Christian","Richard Tyson","Michael Byrne","John Topor"
"Joe Dante","Brendan Fraser","Jenna Elfman","Heather Locklear"
"Rob Marshall",Fergie,"Elio Germano","Andrea Di Stefano"
"Richard Donner","Paul Walker","Gerard Butler","Ethan Embry"
"Kevin Costner","Olivia Williams","Brian Anthony Wilson","Larenz Tate"
"George Miller","Adam Goldberg","Elizabeth Daily","Glenne Headly"
"Breck Eisner","Vin Diesel","Joseph Gilgun","Lotte Verbeek"
"Antony Hoffman","Bob Neill","Val Kilmer","Tom Sizemore"
"Luc Besson","Mia Farrow","Adam LeFevre","Penny Balfour"
"Jacques Perrin","Pedro Armendáriz Jr.","Jacques Perrin","Rie Miyazawa"
"Peter Hyams","David Oyelowo","Catherine McCormack","Jemima Rooper"
"Paul W.S. Anderson","Sasha Roiz","Currie Graham","Dylan Schombing"
"Andrés Couturier","Sariann Monaco","David Hoffman","Ben Diskin"
"Ron Howard","Adam Goldberg","Austin Pendleton","Judd Hirsch"
"Roger Allers","Matthew Broderick","Nathan Lane","Niketa Calame"
"Brad Peyton","Josh Hutcherson","Dwayne Johnson","Kristin Davis"
"Cody Cameron","Will Forte","Khamani Griffin","Melissa Sturm"
"Brett Ratner","Philip Seymour Hoffman","Anthony Hopkins","Emily Watson"
"Joe Johnston","J.K. Simmons","Viggo Mortensen","Peter Mensah"
"Dennis Dugan","Al Pacino","Adam Sandler","Tim Meadows"
"John Singleton","Paul Walker","Cole Hauser","Mo Gallini"
"Mark Osborne","Jeff Bridges","James Franco","Mackenzie Foy"
"Oliver Hirschbiegel","Roger Rees","Veronica Cartwright","Jeremy Northam"
"Des McAnuff","Robert De Niro","Janeane Garofalo","Jonathan Winters"
"Yarrow Cheney","Steve Coogan","Eric Stonestreet","Albert Brooks"
"Stephen Norrington","Jason Flemyng","Max Ryan","Tony Curran"
"Pierre Coffin","Steve Carell","Miranda Cosgrove","Steve Coogan"
"Roland Emmerich","Will Smith","Adam Baldwin","Mary McDonnell"
"Steven Spielberg","Ariana Richards","Richard Schiff","Vanessa Lee Chester"
"Eric Darnell","Jada Pinkett Smith","Cedric the Entertainer","Andy Richter"
"Alfonso Cuarón","Charlie Hunnam","Danny Huston","Rita Davies"
"Bryan Singer","Hugh Jackman","Tyler Mane","Bruce Davison"
"Timur Bekmambetov","Angelina Jolie Pitt","Morgan Freeman",Common
"Michael Bay","Nicolas Cage","Michael Biehn","Bokeem Woodbine"
"Carlos Saldanha","Denis Leary","Ray Romano","Jay Leno"
"Peter Segal","Adam Sandler","Peter Dante","Allen Covert"
"Adam Shankman","Jerry Stiller","Elijah Kelley","Paul Dooley"
"Renny Harlin","James D'Arcy","Alan Ford","Izabella Scorupco"
"David Kellogg","Matthew Broderick","Rene Auberjonois","Rupert Everett"
"Louis Leterrier","Morgan Freeman",Common,"Michael Kelly"
"Dennis Dugan","Steve Buscemi","Adam Sandler","Salma Hayek"
"Steven Spielberg","Tom Hanks","Chi McBride","Barry Shabaka Henley"
,"Harold Perrineau","Matt Ryan","Charles Halford"
"Thor Freudenthal","Don Cheadle","Kevin Dillon","Yvette Nicole Brown"
"Martin Campbell","Nicholas Lea","Scott Glenn","Ben Mendelsohn"
"Mike Nichols","Philip Seymour Hoffman","Tom Hanks","Jud Tylor"
"Bibo Bergeron","Robert De Niro","Martin Scorsese","Angelina Jolie Pitt"
"Bill Condon","Loretta Devine","Jennifer Hudson","Anika Noni Rose"
,"Adam Arkin","Brent Sexton","Damian Lewis"
"F. Gary Gray","Dwayne Johnson","Christina Milian","Debi Mazar"
"Steven Spielberg","Ayelet Zurer","Moritz Bleibtreu","Mathieu Amalric"
"Antoine Fuqua","Bruce Willis","Tom Skerritt","Cole Hauser"
"Robert Luketic","Tom Selleck","Lisa Ann Walter","Catherine O'Hara"
"Guy Ritchie","Henry Cavill","Elizabeth Debicki","Christian Berkel"
"James L. Brooks","Adam Sandler","Paz Vega","Sarah Steele"
"Gil Kenan","Steve Buscemi","Jon Heder","Catherine O'Hara"
"Barry Levinson","Bruce Willis","Brían F. O'Byrne","Azura Skye"
"Jerry Zucker","Julia Ormond","Ben Cross","John Gielgud"
"Andy Tennant","Bai Ling","Geoffrey Palmer","Randall Duk Kim"
"Tarsem Singh","Henry Cavill","Daniel Sharman","Steve Byers"
"Florent-Emilio Siri","Jimmy Bennett","Bruce Willis","Ransford Doherty"
"Don Bluth","Matt Damon","Janeane Garofalo","Nathan Lane"
"Ron Shelton","Harrison Ford","Bruce Greenwood","Lena Olin"
"Paul W.S. Anderson","Connie Nielsen","Sean Pertwee","Jason Scott Lee"
"David Pastor","Christopher Meloni","Kiernan Shipka","Lou Taylor Pucci"
"Henry Selick","Brendan Fraser","Bridget Fonda","Megan Mullally"
"John Moore","Dennis Quaid","Tony Curran","Miranda Otto"
"M. Night Shyamalan","Robin Wright","Bruce Willis","Michael Kelly"
"Kyle Balda","Steve Carell","Jon Hamm","Steve Coogan"
"Zack Snyder","Jon Hamm","Abbie Cornish","Scott Glenn"
"Brian De Palma","Nicolas Cage","Mike Starr","John Heard"
"Barry Levinson","Peter Coyote","James Pickens Jr.","Huey Lewis"
"Clay Kaytis","Peter Dinklage","Josh Gad","Keegan-Michael Key"
"Andy Tennant","Matthew McConaughey","Ray Winstone","Alexis Dziena"
"Judd Apatow","Adam Sandler",RZA,"Maude Apatow"
"Peter Berg","Jennifer Garner","Frances Fisher","Tim McGraw"
"Adam McKay","Will Ferrell","Leslie Bibb","Gary Cole"
"Steve Carr",Raven-Symoné,"Jeffrey Jones","Kevin Pollak"
"Mel Gibson","Mhairi Calvey","Patrick McGoohan","James Robinson"
"Sam Mendes","Jake Gyllenhaal","Brian Geraghty","James Morrison"
"David Silverman","Albert Brooks","Yeardley Smith","Marcia Wallace"
"Frank Darabont","Martin Landau","Hal Holbrook","Jeffrey DeMunn"
"Renny Harlin","Sylvester Stallone","Estella Warren","Cristián de la Fuente"
"Jean-Jacques Annaud","David Gant","Jean-Claude Dreyfus","Oanh Nguyen"
"M. Night Shyamalan","Bryce Dallas Howard","Judy Greer","William Hurt"
"Betty Thomas","Oliver Platt",Raven-Symoné,"Peter Boyle"
"M. Night Shyamalan","Rory Culkin","Merritt Wever","Cherry Jones"
"Andrew Adamson","Rupert Everett","Jennifer Saunders","Conrad Vernon"
"John Lasseter","John Ratzenberger","Cheech Marin","George Carlin"
"Garry Marshall","Julia Roberts","Christopher Meloni","Hector Elizondo"
"Rob Cohen","Vin Diesel",Eve,"Leila Arcieri"
"Paul Tibbitt","Tim Conway","Billy West","Eddie Deezen"
"Ron Howard","Lili Taylor","Delroy Lindo","Rene Russo"
"Quentin Tarantino","Michael Fassbender","Brad Pitt","Christoph Waltz"
"Steven Spielberg","Robin Williams","Julia Roberts","Bob Hoskins"
"Brett Ratner","Dwayne Johnson","Rufus Sewell","Ingrid Bolsø Berdal"
"Renny Harlin","Bruce Willis","John Amos","Franco Nero"
"Clark Johnson","Jeremy Renner","Josh Charles","LL Cool J"
,"Nicole Beharie","Katia Winter","Lyndie Greenwood"
"Cameron Crowe","Tom Cruise","Ivana Milicevic","Noah Taylor"
"M. Night Shyamalan","Bryce Dallas Howard","Freddy Rodríguez","Bob Balaban"
"Paul W.S. Anderson","Sanaa Lathan","Colin Salmon","Raoul Bova"
"Betty Thomas","Amy Poehler","Bridgit Mendler","Jesse McCartney"
"Randall Wallace","Jon Hamm","Marc Blucas","Chris Klein"
"Antoine Fuqua","Gerard Butler","Morgan Freeman","Radha Mitchell"
"Jonathan Frakes","LeVar Burton","Jonathan Frakes","Michael Dorn"
"Jonathan Liebesman","Noel Fisher","Jim Parrack","Ramon Rodriguez"
"Tim Burton","Steve Buscemi","Alison Lohman","Albert Finney"
"Mike Nichols","David Hyde Pierce","Peter Gerety","Ron Rifkin"
"Steven Spielberg","Jeremy Irvine","Benedict Cumberbatch","Eddie Marsan"
"George Clooney","Bill Murray","Matt Damon","Bob Balaban"
"James Cameron","Michael Biehn","Todd Graff","Mary Elizabeth Mastrantonio"
"Oliver Stone","Frank Langella","Austin Pendleton","John Buffalo Mailer"
"Gary Shore","Dominic Cooper","Sarah Gadon","Zach McGowan"
"Edward Zwick","Denzel Washington","Bruce Willis","Mark Valley"
"Matthew Vaughn","Henry Cavill","David Kelly","Nathaniel Parker"
"Jean-Jacques Annaud","Brad Pitt",Mako,"Victor Wong"
"Ron Howard","Channing Tatum","Clint Howard","Chelcie Ross"
"Joel Schumacher","Anthony Hopkins","Brooke Smith","Garcelle Beauvais"
"Andrzej Bartkowiak","Dwayne Johnson","Ben Daniels","Dexter Fletcher"
"Betty Thomas","Gary Cole","Phill Lewis","Tate Taylor"
"Måns Mårlind","Theo James","Stephen Rea","Sandrine Holt"
"Adam Shankman","James Martin Kelly","Shane Hartline","Celina Beach"
"Gregory Hoblit","Bruce Willis","Cole Hauser","Rory Cochrane"
"Gary McKendry","Jason Statham","Robert De Niro","Ben Mendelsohn"
"John McTiernan","LL Cool J","Chris Klein","Andrew Bryniarski"
"Wych Kaosayananda","Talisa Soto","Sandrine Holt","Gregg Henry"
"Mikael Salomon","Morgan Freeman","Minnie Driver","Randy Quaid"
"Bobby Farrelly","Ron Howard","Brandy Norwood","David Hyde Pierce"
"Will Finn","Lea Michele","Oliver Platt","Jim Belushi"
"Michael Mann","Chris Hemsworth","Archie Kao","Brandon Molale"
"Kerry Conran","Angelina Jolie Pitt","Laurence Olivier","Bai Ling"
"Michael Caton-Jones","Charlotte Rampling","Indira Varma","Neil Maskell"
"Mikael Håfström","Sylvester Stallone","50 Cent","Matt Gerald"
"Renny Harlin","Roxanne McKee","Luke Newberry","Gaia Weiss"
"Phil Alden Robinson","Morgan Freeman","Bruce McGill","Philip Baker Hall"
"David Slade","Robert Pattinson","Kristen Stewart","Anna Kendrick"
"Frank Oz","Robert De Niro","Marlon Brando","Gary Farmer"
"Pierre Coffin","Steve Carell","Miranda Cosgrove","Jack McBrayer"
"Joseph Ruben","Vincent Pastore","Robert Blake","Aida Turturro"
"Seth MacFarlane","Liam Neeson","Morgan Freeman","Seth MacFarlane"
"Alejandro Amenábar","Max Minghella","Ashraf Barhom","Rupert Evans"
"Kinka Usher","Janeane Garofalo","Wes Studi","Eddie Izzard"
"Bobby Farrelly","Jenna Fischer","Larry Joe Campbell","Stephen Merchant"
"Michael Mann","Al Pacino","Rip Torn","Debi Mazar"
"Craig Gillespie","Michael Raymond-James","Abraham Benrubi","Graham McTavish"
"Ridley Scott","Leonardo DiCaprio","Simon McBurney","Michael Gaston"
"Jay Roach","Steve Carell","Stephanie Szostak","Bruce Greenwood"
"Timur Bekmambetov","Rufus Sewell","Dominic Cooper","Benjamin Walker"
"Jon Amiel","Will Patton","Kevin McNally","Maury Chaykin"
,"Hector Elizondo","Kaitlyn Dever","Nancy Travis"
"Rob Bowman","Martin Landau","Mitch Pileggi","Jeffrey DeMunn"
"Doug Lefler","Colin Firth","Nonso Anozie","Owen Teale"
"Steven Spielberg","Tom Hanks","Vin Diesel","Matt Damon"
"Scott Waugh","Rami Malek","Dominic Cooper","Ramon Rodriguez"
"Nancy Meyers","Judy Greer","Lisa Edelstein","Loretta Devine"
"Chris Wedge","Goran Visnjic","Stephen Root","Denis Leary"
"Lawrence Kasdan","Morgan Freeman","Michael O'Neill","Reece Thompson"
"Steven Spielberg","Joseph Gordon-Levitt","Hal Holbrook","Bruce McGill"
"Lana Wachowski","Keanu Reeves","Marcus Chong","Gloria Foster"
"Ron Howard","Tom Hanks","Miko Hughes","Kathleen Quinlan"
"Paul Verhoeven","Ronny Cox","Rachel Ticotin","Marshall Bell"
"Michael Lembeck","Judge Reinhold","Aisha Tyler","Eric Lloyd"
"Tom Hooper","Hugh Jackman","Eddie Redmayne","Anne Hathaway"
"Nora Ephron","Tom Hanks","Jean Stapleton","Dave Chappelle"
"Adam McKay","Will Ferrell","Adam Scott","Andrea Savage"
"Martin Campbell","Anthony Hopkins","Tony Amendola","Stuart Wilson"
"Todd Phillips","Robert Downey Jr.",RZA,"Matt Walsh"
"Angelina Jolie Pitt","Finn Wittrock","Jack O'Connell","Alex Russell"
"Clint Eastwood","Clint Eastwood","Courtney B. Vance","William Devane"
"Renny Harlin","Sylvester Stallone",Leon,"Janine Turner"
"John Woo","Delroy Lindo","Samantha Mathis","Bob Gunton"
"Jon Turteltaub","Bruce Willis","Lily Tomlin","Daniel von Bargen"
"Oliver Stone","Nicolas Cage","Jay Hernandez","Armando Riesco"
"Mike Newell","Julia Roberts","Kirsten Dunst","Marian Seldes"
"Larry Charles","Sayed Badreya","Aasif Mandvi","Horatio Sanz"
"Stanley Kubrick","Tom Cruise","Vinessa Shaw","Sydney Pollack"
"Will Gluck","Quvenzhané Wallis","Dorian Missick","David Zayas"
"Glenn Ficarra","Will Smith","Adrian Martinez","Gerald McRaney"
McG,"Tom Hardy","Abigail Spencer","Warren Christie"
"David S. Goyer","Ryan Reynolds","Natasha Lyonne","John Michael Higgins"
"John Milius","Lea Thompson","Jennifer Grey","William Smith"
"Mike Nichols","Maura Tierney","Adrian Lester","Paul Guilfoyle"
"Paul W.S. Anderson","Milla Jovovich","Boris Kodjoe","Bingbing Li"
"Paul W.S. Anderson","Jason Statham","Max Ryan","Joan Allen"
"Renny Harlin","Melina Kanakaredes","Craig Bierko","Yvonne Zima"
"Taylor Hackford","Pamela Reed","Alun Armstrong","Michael Kitchen"
"Jon Favreau","Kristen Stewart","Josh Hutcherson","Jonah Bobo"
"David Fincher","Brad Pitt","Meat Loaf","Eugenie Bondurant"
McG,"Matthew McConaughey","Kimberly Williams-Paisley","Brian Geraghty"
,"Jason Flemyng","James Nesbitt","Frances O'Connor"
"Michael Lehmann","Bruce Willis","James Coburn","Richard E. Grant"
"Nora Ephron","Michael Rapaport","Michael Moore","Richard Schiff"
"Stuart Beattie","Caitlin Stasey","Kevin Grevioux","Miranda Otto"
"Roman Polanski","Ian McNeice","Barney Clark","Tony Noble"
"Rob Bowman","Jennifer Garner","Cary-Hiroyuki Tagawa","Goran Visnjic"
"Frank Miller","Joseph Gordon-Levitt","Bruce Willis","Eva Green"
"Sydney Pollack","Harrison Ford","Kristin Scott Thomas","Bill Cobbs"
"Baltasar Kormákur","Michael Kelly","Martin Henderson","Tom Goodman-Hill"
"Tom Tykwer","Michael Smiley","David Calder","Simon Chandler"
"Jay Roach","Verne Troyer","Josh Zuckerman","Robert Wagner"
"David Bowers","Nicolas Cage","Charlize Theron","Dee Bradley Baker"
"Steven Spielberg","Wayne Knight","Ariana Richards","Bob Peck"
"Lawrence Kasdan","Dennis Quaid","Catherine O'Hara","Isabella Rossellini"
"Phillip Noyce","Harrison Ford","Dean Jones","Raymond Cruz"
"Daniel Lee","Si Won Choi","Peng Lin","Sung-jun Yoo"
"Keenen Ivory Wayans","Chazz Palminteri","Brittany Daniel","John Witherspoon"
"Jonathan Mostow","Matthew McConaughey","Thomas Kretschmann","David Keith"
"Rob Reiner","Shawna Waldron","Samantha Mathis","Wendie Malick"
"Marco Schnabel","Justin Timberlake","Romany Malco","Verne Troyer"
"Demian Lichtenstein","Jon Lovitz","Bokeem Woodbine",Ice-T
"Quentin Tarantino","Craig Stark","Jennifer Jason Leigh","Zoë Bell"
"Josh Gordon","Will Ferrell","Amy Poehler","Jon Heder"
"Tim Hill","Gary Cole","Elizabeth Perkins","Chelsea Handler"
