director,actor1Name,actor2Name,actor3Name,duration,contentRating,net_revenue,imdbScore
"Peter Chelsom","Del Zamora","Warren Beatty","Garry Shandling",104,R,-83287549,4.4
"Dominic Sena","Nicolas Cage","Angelina Jolie Pitt","Robert Duvall",127,PG-13,11643008,6.5
"Ridley Scott","Djimon Hounsou","Connie Nielsen","Oliver Reed",171,R,84670866,8.5
"Steven Spielberg","Tom Cruise","Frank Grillo","Jessica Capshaw",145,PG-13,30014112,7.7
"Chris Columbus","Daniel Radcliffe","Rupert Grint","Emma Watson",174,PG,161970615,7.4
"Martin Campbell","Eva Green","Tobias Menzies","Ivana Milicevic",144,PG-13,17007184,8
"Tim Burton","Cary-Hiroyuki Tagawa","Estella Warren","Erick Avari",119,PG-13,80011740,5.7
"James Cameron","Joe Morton","Jenette Goldstein","S. Epatha Merkerson",153,R,102843350,8.5
"Michael Mann","Johnny Depp","Christian Bale","Stephen Graham",140,R,-2969275,7
"Ridley Scott","Denzel Washington","Ruby Dee",RZA,176,R,30127620,7.8
"James Cameron","Jamie Lee Curtis","Tia Carrere","Tom Arnold",141,R,31282411,7.2
"Tony Scott","Denzel Washington","Ramon Rodriguez","Michael Rispoli",106,R,-34547688,6.4
"Paul Weitz","Robert De Niro","Blythe Danner","Teri Polo",98,PG-13,48383780,5.5
"Adam McKay","Dwayne Johnson","Will Ferrell","Derek Jeter",116,PG-13,19219978,6.7
"Chuck Russell","Vanessa Williams","James Coburn","Roma Maffia",115,R,1228120,6.1
"Quentin Tarantino","Leonardo DiCaprio","Christoph Waltz","Ato Essandoh",165,R,62804648,8.5
"Gary Trousdale","Demi Moore","Jason Alexander","Bill Fagerbakke",91,G,117603,6.9
"Mark Dindal","Eartha Kitt","Wendie Malick","John Fiedler",78,G,-10703427,7.3
"Simon West","Jason Statham","Sylvester Stallone","Bruce Willis",103,R,-6982599,6.7
"Jon Turteltaub","Nicolas Cage","Armando Riesco","Annie Parisse",131,PG,73005002,6.9
"Stefen Fangmeier","Djimon Hounsou","Ed Speleers","Gary Lewis",104,PG,-24969837,5.1
"Spike Jonze","Catherine O'Hara","Ryan Corr","Max Records",101,PG,-22777816,6.8
"Joe Wright","Hugh Jackman","Cara Delevingne","Nonso Anozie",111,PG,-115035182,5.8
"Chris Wedge","Josh Hutcherson","Emma Kenney","Troy Evans",102,PG,7515297,6.7
"Florian Henckel von Donnersmarck","Johnny Depp","Angelina Jolie Pitt","Rufus Sewell",103,PG-13,-32368843,6
"Peter Hyams","CCH Pounder","Mark Margolis","Udo Kier",121,R,-16137932,5.7
"Edward Zwick","Leonardo DiCaprio","Djimon Hounsou","Stephen Collins",143,R,-42633738,8
"Martin Scorsese","Leonardo DiCaprio","Matthew McConaughey","Jon Favreau",240,R,16866727,8.2
"Joel Schumacher","Michael Gough","Rene Auberjonois","Debi Mazar",121,PG-13,84031112,5.4
"Paul Verhoeven","Jake Busey","Patrick Muldoon","Seth Gilliam",129,R,-50299935,7.2
"Tom Tykwer","Tom Hanks","Jim Sturgess","Jim Broadbent",172,R,-74901420,7.5
"Zack Snyder","Abbie Cornish","Richard Roxburgh","Anthony LaPaglia",101,PG,-24326667,7
Pitof,"Frances Conroy","Christopher Heyerdahl","Alex Borstein",87,PG-13,-59801290,3.3
"Brett Ratner","Dwayne Johnson","Rufus Sewell","Ingrid Bolsø Berdal",101,PG-13,-27339971,6
"Ron Clements","Joseph Gordon-Levitt","Martin Short","Michael Wincott",95,PG,-101879446,7.1
"Brad Silberling","Will Ferrell","Anna Friel","Bobb'e J. Thompson",102,PG-13,-50607905,5.4
"Patrick Hughes","Jason Statham","Sylvester Stallone","Harrison Ford",131,PG-13,-50707978,6.1
"Ericson Core","Ray Winstone","Edgar Ramírez","Delroy Lindo",114,PG-13,-76227778,5.3
"Lawrence Guterman","Jamie Kennedy","Traylor Howard","Ben Stein",94,PG,-66989354,2.2
"Ron Howard","Chris Hemsworth","Benjamin Walker","Frank Dillane",122,PG-13,-75014388,7
"Ron Underwood","Rosario Dawson","Randy Quaid","Burt Young",95,PG-13,-95588898,3.8
"Paul Greengrass","Matt Damon","Sean Huze","Igal Naor",115,R,-64975525,6.9
"Steve Martino","Francesca Capaldi","Venus Schultheis","Bill Melendez",88,G,31174897,7.2
"David Mamet","Ben Gazzara","Felicity Huffman","Campbell Scott",110,PG,200000,7.3
"Stephen Sommers","Dwayne Johnson","Brendan Fraser","Patricia Velasquez",130,PG-13,104007640,6.3
"Martin Scorsese","Leonardo DiCaprio","Liam Neeson","Jim Broadbent",216,R,-22320362,7.5
"Yimou Zhang","Christian Bale","Ni Ni","Shigeo Kobayashi",146,R,-93990787,7.6
"Ash Brannon","Jeff Bridges","Zooey Deschanel","Jon Heder",85,PG,-41132306,6.8
"Frank Oz","Jon Lovitz","Matthew Broderick","Roger Bart",93,PG-13,-30524377,5.2
"Ridley Scott","Ioan Gruffudd","Sam Shepard","Ewen Bremner",152,R,16638745,7.7
"Jay Roach","Will Ferrell","Thomas Middleditch","Katherine LaNasa",85,R,-8102818,6.2
"Luc Besson","Milla Jovovich","Bruce Willis","Gary Oldman",126,PG-13,-29459980,7.7
"Michael Patrick King","Chris Noth","Liza Minnelli","Kristin Davis",146,R,-4671063,4.3
"Bibo Bergeron","Frank Welker","Rosie Perez","Elton John",89,PG,-44197339,6.9
"Steve Martino","Peter Dinklage","Josh Gad",Drake,88,PG,66317423,6.6
"Kenneth Branagh","Hayley Atwell","Derek Jacobi","Lily James",105,PG,106148159,7
"Peter Jackson","Michael Imperioli","AJ Michalka","Tom McCarthy",135,PG-13,-21017158,6.7
"Andrew Stanton","Alexander Gould","Stephen Root","Brad Garrett",100,G,286838870,8.2
"Peter Jackson","Orlando Bloom","Billy Boyd","Bernard Hill",192,PG-13,283019252,8.9
"Peter Jackson","Christopher Lee","Orlando Bloom","Billy Boyd",172,PG-13,246478898,8.7
"Sergey Bodrov","Jeff Bridges","Djimon Hounsou","Olivia Williams",102,PG-13,-77823100,5.5
"Simon West","Angelina Jolie Pitt","Noah Taylor","Chris Barrie",100,PG-13,16144183,5.7
"Wally Pfister","Johnny Depp","Morgan Freeman","Clifton Collins Jr.",119,PG-13,-76985496,6.3
"Joe Johnston","Michael Jeter","Trevor Morgan","Alessandro Nivola",92,PG-13,88166115,5.9
"Rupert Wyatt","James Franco","David Oyelowo","Tyler Labine",105,PG-13,83740650,7.6
"Mark Waters","Martin Short","Tod Fennell","Joan Plowright",107,PG,-18851301,6.6
"John Moore","Bruce Willis","Cole Hauser","Megalyn Echikunwoke",101,R,-24655608,5.3
"John Lee Hancock","Dennis Quaid","Marc Blucas","Jordi Mollà",137,PG-13,-84593638,6
"Brad Bird","Holly Hunter","Craig T. Nelson","Lou Romano",115,PG,169437578,8
"Renny Harlin","Christopher Masterson","Frank Langella","Matthew Modine",124,PG-13,-87000000,5.6
"Chris Columbus","Logan Lerman","Rosario Dawson","Steve Coogan",118,PG,-6238280,5.9
"Barry Sonnenfeld","Will Smith","Rip Torn","Linda Fiorentino",98,PG-13,160147615,7.3
"John Lasseter","Tom Hanks","John Ratzenberger","Wayne Knight",82,G,155823397,7.9
"Tony Scott","Denzel Washington","Rosario Dawson","Ethan Suplee",98,PG-13,-18442521,6.8
"Brett Ratner","Mei Melançon","John Lone","Harris Yulin",90,PG-13,136138454,6.6
"Robert Zemeckis","Harrison Ford","Amber Valletta","Miranda Otto",130,PG-13,55370362,6.6
"Phil Lord","Will Forte","Bobb'e J. Thompson","Al Roker",90,PG,24870275,7
"Carlos Saldanha","Denis Leary","Maile Flanagan","Kelly Keaton",94,PG,106573705,7
"Ben Stiller","Adam Scott","Adrian Martinez","Joey Slotnick",114,PG,-31770880,7.3
McG,"Bill Murray","LL Cool J","Kelly Lynch",94,PG-13,33305545,5.5
"Martin Scorsese","Leonardo DiCaprio","Matt Damon","Ray Winstone",151,R,42373442,8.5
"Tony Bancroft","Ming-Na Wen","Harvey Fierstein","June Foray",88,G,30618403,7.5
"Ben Stiller","Robert Downey Jr.","Steve Coogan","Brandon T. Jackson",121,R,18416702,7
"David Fincher","Robin Wright","Goran Visnjic","Joely Richardson",158,R,12515793,7.8
"John McTiernan","Bruce Willis","Aldis Hodge","Kevin Chamberlin",128,R,10012500,7.6
"Guy Ritchie","Robert Downey Jr.","Eddie Marsan","Robert Maillet",128,PG-13,119019489,7.6
"Timur Bekmambetov","Morgan Freeman","Ayelet Zurer","Moises Arias",141,PG-13,0,6.1
"Gary Trousdale","Leonard Nimoy","Jim Varney","Cree Summer",95,PG,-35962961,6.8
"Walt Becker","Bella Thorne","Joshua Mikel","Jesse McCartney",92,PG,-4115185,5
"Bryan Singer","Tom Cruise","Tom Wilkinson","Thomas Kretschmann",121,PG-13,8077470,7.1
"Dennis Dugan","Adam Sandler","Sayed Badreya","Kevin Nealon",113,PG-13,10018837,5.5
"Chris Columbus","Peter Dinklage","Adam Sandler","Josh Gad",106,PG-13,-9252415,5.6
"Steven Spielberg","Haley Joel Osment","William Hurt","Kevin Sussman",146,PG-13,-21383311,7.1
"Rob Minkoff","Marsha Thomason","Rachael Harris","Marc John Jefferies",88,PG,-14182006,4.9
"Robert Zemeckis","Matthew McConaughey","Tom Skerritt","Larry King",150,PG,10853835,7.4
"Paul Verhoeven","Greg Grunberg","Kim Dickens","Joey Slotnick",119,R,-21790660,5.7
"Sydney Pollack","Curtiss Cook","George Harris","Michael Wright",128,PG-13,-7484640,6.4
"Thor Freudenthal","Logan Lerman","Leven Rambin","Brandon T. Jackson",106,PG,-21441338,5.9
"Jan de Bont","Gerard Butler","Angelina Jolie Pitt","Djimon Hounsou",117,PG-13,-29346242,5.5
"Jon M. Chu","Daniel Radcliffe","Morgan Freeman","Sanaa Lathan",129,PG-13,-25314641,6.9
"Phillip Noyce","Alun Armstrong","Michael Byrne","Velibor Topic",116,PG-13,-6644564,6.2
"Tony Scott","Brad Pitt","Stephen Dillane","Catherine McCormack",114,R,-91973129,7
"Brian De Palma","Don Cheadle","Connie Nielsen","Kim Delaney",114,PG,-29125385,5.6
"Carlos Saldanha","Anne Hathaway","Wanda Sykes",Will.i.am,96,G,53618384,7
"Chris Columbus","Robin Williams","Oliver Platt","John Michael Higgins",132,PG,-41779224,6.8
"Mick Jackson","Don Cheadle","Anne Heche","Gaby Hoffmann",104,PG-13,-42525888,5.4
"Alan J. Pakula","Harrison Ford","Brad Pitt","Natascha McElhone",111,R,-43122835,6.1
"Kathryn Bigelow","Liam Neeson","Christian Camargo","Lex Shrapnel",138,PG-13,-64831323,6.7
"Josh Trank","Tim Blake Nelson","Reg E. Cathey","Tim Heidecker",100,PG-13,-63885779,4.3
"John Milius","William Smith",Mako,"Sandahl Bergman",129,R,17567440,6.9
"Ron Howard","Paddy Considine","Bruce McGill","Rosemarie DeWitt",144,PG-13,-26355679,8
"Andrey Konchalovskiy","Shirley Henderson","Nathan Lane","Richard E. Grant",110,PG,-89809438,4.4
"Gary Ross","Jeff Bridges","Michael Angarano","Michael O'Neill",140,PG-13,33147445,7.3
"Jan de Bont","Philip Seymour Hoffman","Alan Ruck","Jami Gertz",113,PG-13,149688385,6.3
"Rob Cohen","Paul Walker","Vin Diesel","Jordana Brewster",106,PG-13,106512310,6.7
"Robert Zemeckis","Tom Hanks","Paul Sanchez","Nick Searcy",143,PG-13,143630478,7.7
"George Miller","Robin Williams","Hugh Jackman","Elizabeth Daily",108,PG,97992827,6.5
"Paul Greengrass","Matt Damon","Joan Allen","Oksana Akinshina",108,PG-13,101049130,7.8
"Wolfgang Petersen","Harrison Ford","Gary Oldman","Dean Stockwell",124,R,87620724,6.4
"Steven Soderbergh","Brad Pitt","Bernie Mac","Elliott Gould",116,PG-13,98405771,7.8
"Paul W.S. Anderson","Milla Jovovich","Logan Lerman","Orlando Bloom",110,PG-13,-54684676,5.8
"Genndy Tartakovsky","Steve Buscemi","Adam Sandler","Jon Lovitz",91,PG,63313048,7.1
"Kevin Lima","Jeff Bennett","Teala Dunn","Fred Tatasciore",107,PG,42706877,7.1
,"Caroline Dhavernas","Scott Thompson","Hettienne Park",44,TV-14,0,8.6
"Daniel Espinosa","Denzel Washington","Ryan Reynolds","Sam Shepard",115,R,41149655,6.8
"Kevin Lima","Ioan Gruffudd","Eric Idle","Jim Carter",100,G,-18058441,4.8
"Brett Ratner","Matthew Broderick","Gabourey Sidibe","Judd Hirsch",104,PG-13,3009155,6.2
"Nancy Meyers","Kate Winslet","Rufus Sewell","Sarah Parish",138,PG-13,-21775151,6.9
"Tony Scott","Will Smith","Jake Busey","Lisa Bonet",140,R,21544445,7.3
"Nancy Meyers","Meryl Streep","Hunter Parrish","Zoe Kazan",120,R,27703470,6.6
"Steven Soderbergh","Al Pacino","Matt Damon","Brad Pitt",122,PG-13,32144465,6.9
"Roger Allers","Jon Favreau","Debra Messing","Jane Krakowski",83,PG,-696442,6.2
"Neil Burger","Kate Winslet","Theo James","Mekhi Phifer",139,PG-13,65832203,6.7
"Jean-Jacques Annaud","Bob Hoskins","Gabriel Thomson","Clemens Schick",131,R,-16603219,7.6
"Peter Berg","Dwayne Johnson","Rosario Dawson","Ewen Bremner",104,PG-13,-37407175,6.7
"John McTiernan","F. Murray Abraham","Tom Noonan","Joan Plowright",130,PG-13,-19983606,6.2
"Rob Marshall","Li Gong",Mako,"Karl Yune",145,PG-13,-27989147,7.3
"Justin Lin","Amber Stevens West","Zachery Ty Bryan","Nikki Griffin",104,PG-13,-22505025,6
"Sarah Smith","Jim Broadbent","Imelda Staunton","Michael Palin",97,PG,-53559509,7.1
"Martin Brest","Anthony Hopkins","Brad Pitt","Jake Weber",178,PG-13,-45393665,7.1
"Andrew Davis","Raymond Cruz","Rick Worthy","Jsu Garcia",108,R,-44951668,5.5
"Bob Fosse","Roy Scheider","Ben Vereen","Max Wright",123,R,0,7.8
"Tarsem Singh","Julia Roberts","Nathan Lane","Danny Woodburn",106,PG,-20066330,5.6
"Edgar Wright","Anna Kendrick","Kieran Culkin","Ellen Wong",112,PG-13,-28505730,7.5
"Jon Amiel","Glenn Morshower","Tchéky Karyo","Rekha Sharma",135,PG-13,-28888740,5.4
"Peter Segal","Larry Miller","Janet Jackson","Chris Elliott",109,PG-13,58307945,4.3
"Raja Gosnell","Sarah Michelle Gellar","Linda Cardellini","Miguel A. Núñez Jr.",86,PG,69288182,4.9
"Pete Travis","Wood Harris","Jason Cope","Rakie Ayola",95,R,-21598317,7.1
"Frank Coraci","Adam Sandler","Cameron Monaghan","Julie Kavner",107,PG-13,67340146,6.4
"George A. Romero","Ted Danson","Hal Holbrook","Adrienne Barbeau",130,R,-8000000,6.9
"Brad Peyton","Jack McBrayer","Sean Hayes","Katt Williams",82,PG,-41424284,4.3
"Doug Liman","Kristen Stewart","Hayden Christensen","Tom Hulce",88,PG-13,-4829854,6.1
"Guillermo del Toro","Seth MacFarlane","Iván Kamarás","Brian Steele",120,PG-13,-9245330,7
"David Fincher","Robert Downey Jr.","Jake Gyllenhaal","Anthony Edwards",162,R,-31951647,7.7
"Roger Spottiswoode","Robert Duvall","Michael Rapaport","Tony Goldwyn",123,PG-13,-47456299,5.9
"Tom Shadyac","Morgan Freeman","Steve Carell","Lisa Ann Walter",101,PG-13,161589580,6.7
"Sylvester Stallone","Jason Statham","Sylvester Stallone","Jet Li",113,R,22981571,6.5
"Brian De Palma","Tom Cruise","Kristin Scott Thomas","Vanessa Redgrave",110,PG-13,100965237,7.1
"Gary Ross","Jennifer Lawrence","Josh Hutcherson","Anthony Reynolds",142,PG-13,329999255,7.3
"Todd Phillips","Bradley Cooper","Mason Lee","Mike Tyson",102,R,174455986,6.5
"Tim Burton","Michael Gough","Vincent Schiavelli","Andrew Bryniarski",126,PG-13,82831698,7
"Tim Johnson","Bruce Willis","Steve Carell","Catherine O'Hara",83,PG,75019340,6.8
"Dean DeBlois","Tia Carrere","Jason Scott Lee","David Ogden Stiers",85,PG,65771527,7.2
"Gary Winick","Steve Buscemi","Julia Roberts","Oprah Winfrey",97,G,82506325,6.4
"Mimi Leder","Morgan Freeman","Jon Favreau","Robert Duvall",120,PG-13,65459099,6.1
"Dean Parisot","Bruce Willis","Anthony Hopkins","Garrick Hagon",116,PG-13,-30784021,6.7
"Peter Segal","Adam Sandler","Steve Reevis","Dalip Singh",113,PG-13,76115031,6.4
"Mike Mitchell","Amy Poehler","Jesse McCartney","Lauren Gottlieb",87,G,58103929,4.4
"Dennis Dugan","Steve Buscemi","Adam Sandler","Jon Lovitz",101,PG-13,53668525,5.4
"Peter Segal","Bill Murray","Dwayne Johnson","Anne Hathaway",110,PG-13,50313314,6.5
"Nancy Meyers","Keanu Reeves","Jon Favreau","Paul Michael Glaser",128,PG-13,44590960,6.7
"Martin Scorsese","Leonardo DiCaprio","Joseph Sikora","Nellie Sciutto",138,R,47968405,8.1
"Seth Gordon","Jon Favreau","Robert Duvall","Katy Mixon",88,PG-13,40136047,5.6
"Chris Wedge","Jim Broadbent","Drew Carey","Paula Abdul",91,PG,53200012,6.3
"John Woo","Nicolas Cage","CCH Pounder","Joan Allen",138,R,32225777,7.3
"Adam Shankman","Adam Sandler","Carmen Electra","Kathryn Joosten",99,PG,29993847,6.1
"Sam Mendes","Tom Hanks","Jennifer Jason Leigh","Liam Aiken",117,R,24054514,7.7
"Dennis Dugan","Adam Sandler","Bailee Madison","Kevin Nealon",117,PG-13,23028109,6.4
,"Elden Henson","Royce Johnson","Charlie Cox",54,TV-MA,0,8.8
"Simon West","Steve Buscemi","Monica Potter","Dave Chappelle",123,R,26087161,6.8
"D.J. Caruso","Rosario Dawson","Ethan Embry","Cameron Boyce",118,PG-13,21111837,6.6
"Anthony Minghella","Philip Seymour Hoffman","Natalie Portman","Charlie Hunnam",154,R,16632614,7.2
"Albert Hughes","Denzel Washington","Mila Kunis","Gary Oldman",118,R,14822707,6.9
"Les Mayfield","Robin Williams","Jodi Benson","Sam Lloyd",90,PG,12969824,5.2
"Jan de Bont","Liam Neeson","Lili Taylor","Virginia Madsen",113,PG-13,11188905,4.9
"Joe Pytka","Bill Murray","Wayne Knight","Michael Jordan",88,PG,10443603,6.3
"Shawn Levy","Roger Rees","Henry Czerny","William Abadie",93,PG,17226474,5.6
"Scott Derrickson","Keanu Reeves","Jon Hamm","Juan Riedinger",104,PG-13,-636215,5.5
"Richard Donner","Julia Roberts","Alex McArthur","Michael Potts",135,R,1081498,6.7
"David Ayer","Brad Pitt","Logan Lerman","Jim Parrack",134,R,17707116,7.6
"Ivan Reitman","Harrison Ford","Anne Heche","Amy Sedaris",98,PG-13,4329966,5.7
"Eric Brevig","Justin Timberlake","Tom Cavanagh","Josh Robert Thompson",80,PG,20169068,4.6
"Kelly Asbury","Matt Damon","Charles Napier","Zahn McClarnon",83,G,-6784690,7
"Frank Coraci","Rosario Dawson","Leslie Bibb","Nicholas Turturro",102,PG,360866,5.2
"Stephen Hopkins","Gary Oldman","William Hurt","June Lockhart",130,PG-13,-10897090,5.1
"Jonathan Demme","Denzel Washington","Dorian Missick","Jose Pablo Cantillo",129,R,-14051289,6.6
"Henry Jaglom","Vanessa Redgrave","Stephen Dillane","Michael Brandon",117,PG-13,821997,7
"Genndy Tartakovsky","Steve Buscemi","Adam Sandler","Fran Drescher",89,PG,89692572,6.7
,"Elizabeth Montgomery","Agnes Moorehead","Dick York",25,TV-G,0,7.6
"James Algar","Quincy Jones","Penn Jillette","Russi Taylor",74,G,-19492772,7.3
"Simon Wells","Mark Addy","Alan Young","Josh Stamberg",96,PG-13,-23315181,5.9
"Ron Underwood","Charlize Theron","Mika Boorem","David Paymer",114,PG,-39371991,5.6
"Dominic Sena","Hugh Jackman","Don Cheadle","Sam Shepard",99,R,-10227031,6.5
"Martin Campbell","Michael Emerson","Nick Chinlund","Adrian Alonso",129,PG,-29643614,5.9
"Vincent Ward","Robin Williams","Annabella Sciorra","Rosalind Chao",113,PG-13,-29649103,7
"Steven Brill","Adam Sandler","Jon Lovitz","Michael McKean",90,PG-13,-40557129,5.3
"Terry Gilliam","Matt Damon","Heath Ledger","Mackenzie Crook",118,PG-13,-50100362,5.9
"Tim Burton","Natalie Portman","Martin Short","Lukas Haas",106,PG-13,-32245792,6.3
"Lucile Hadzihalilovic","Nissim Renard","Roxane Duran","Julie-Marie Parmentier",81,,0,6.4
"Lee Tamahori","Anthony Hopkins","Harold Perrineau","Bart the Bear",117,R,27779888,6.9
"Jonathan Mostow","Bruce Willis","Devin Ratray","Boris Kodjoe",89,PG-13,-41457582,6.3
"Roger Donaldson","Bruce Greenwood","Jon Foster","Bruce Thomas",145,PG-13,-45433254,7.3
"Rob Cohen","Sylvester Stallone","Viggo Mortensen","Amy Brenneman",114,PG-13,-47114435,5.8
"Barry Cook","Charlie Rowe","Tiya Sircar","Madison Rothschild",87,PG,-43926768,5.2
"Roger Christian","Richard Tyson","Michael Byrne","John Topor",119,PG-13,-22528315,2.4
"Joe Dante","Brendan Fraser","Jenna Elfman","Heather Locklear",91,PG,-59049180,5.7
"Rob Marshall",Fergie,"Elio Germano","Andrea Di Stefano",118,PG-13,-60326576,5.8
"Richard Donner","Paul Walker","Gerard Butler","Ethan Embry",116,PG-13,-60519261,5.6
"Kevin Costner","Olivia Williams","Brian Anthony Wilson","Larenz Tate",177,R,-62406609,6
"George Miller","Adam Goldberg","Elizabeth Daily","Glenne Headly",97,G,-61682000,5.8
"Breck Eisner","Vin Diesel","Joseph Gilgun","Lotte Verbeek",106,PG-13,-62643910,6
"Antony Hoffman","Bob Neill","Val Kilmer","Tom Sizemore",106,PG-13,-52526755,5.7
"Luc Besson","Mia Farrow","Adam LeFevre","Penny Balfour",94,PG,-70868670,6
"Jacques Perrin","Pedro Armendáriz Jr.","Jacques Perrin","Rie Miyazawa",104,G,-20593594,7.8
"Peter Hyams","David Oyelowo","Catherine McCormack","Jemima Rooper",102,PG-13,-50108179,4.2
"Paul W.S. Anderson","Sasha Roiz","Currie Graham","Dylan Schombing",105,PG-13,-56780252,5.6
"Andrés Couturier","Sariann Monaco","David Hoffman","Ben Diskin",89,PG,-8000000,4.4
"Ron Howard","Adam Goldberg","Austin Pendleton","Judd Hirsch",135,PG-13,112708996,8.2
"Roger Allers","Matthew Broderick","Nathan Lane","Niketa Calame",73,G,377783777,8.5
"Brad Peyton","Josh Hutcherson","Dwayne Johnson","Kristin Davis",94,PG,24812241,5.8
"Cody Cameron","Will Forte","Khamani Griffin","Melissa Sturm",95,PG,41793567,6.5
"Brett Ratner","Philip Seymour Hoffman","Anthony Hopkins","Emily Watson",124,R,14930005,7.2
"Joe Johnston","J.K. Simmons","Viggo Mortensen","Peter Mensah",136,PG-13,-32713269,6.7
"Dennis Dugan","Al Pacino","Adam Sandler","Tim Meadows",91,PG,-4841843,3.4
"John Singleton","Paul Walker","Cole Hauser","Mo Gallini",107,PG-13,51083765,5.9
"Mark Osborne","Jeff Bridges","James Franco","Mackenzie Foy",108,PG,-79860848,7.8
"Oliver Hirschbiegel","Roger Rees","Veronica Cartwright","Jeremy Northam",99,PG-13,-64928486,5.9
"Des McAnuff","Robert De Niro","Janeane Garofalo","Jonathan Winters",92,PG,-49999390,4.1
"Yarrow Cheney","Steve Coogan","Eric Stonestreet","Albert Brooks",87,PG,248505540,6.8
"Stephen Norrington","Jason Flemyng","Max Ryan","Tony Curran",110,PG-13,-11537400,5.8
"Pierre Coffin","Steve Carell","Miranda Cosgrove","Steve Coogan",98,PG,292049635,7.5
"Roland Emmerich","Will Smith","Adam Baldwin","Mary McDonnell",154,PG-13,231124059,6.9
"Steven Spielberg","Ariana Richards","Richard Schiff","Vanessa Lee Chester",129,PG-13,156074524,6.5
"Eric Darnell","Jada Pinkett Smith","Cedric the Entertainer","Andy Richter",86,PG,118136719,6.9
"Alfonso Cuarón","Charlie Hunnam","Danny Huston","Rita Davies",109,R,-40713572,7.9
"Bryan Singer","Hugh Jackman","Tyler Mane","Bruce Davison",104,PG-13,82299717,7.4
"Timur Bekmambetov","Angelina Jolie Pitt","Morgan Freeman",Common,110,R,59568845,6.7
"Michael Bay","Nicolas Cage","Michael Biehn","Bokeem Woodbine",136,R,59006721,7.4
"Carlos Saldanha","Denis Leary","Ray Romano","Jay Leno",115,PG,115329763,6.9
"Peter Segal","Adam Sandler","Peter Dante","Allen Covert",99,PG-13,45776832,6.8
